date,amount,description
28-12-2025,"? 9,999",IMPS - Repeated transfer batch 4 UPI/P1M55D
04-11-2025,"9,798 INR",CA CONSULT - CA consultation ONLINE/DI0WCX
22-05-2025,"1,309.98 INR",ADOBE - Adobe subscription Txn CA6YPT90XR45
29-04-2025,"? 1,995",ADOBE - Adobe subscription POS/GYNTMX
18-06-2025,? 333,SWIGGY - Swiggy food order UPI/NQ0OKA
03-07-2025,? 200,DMART - DMart groceries Ref C2ZEZ91534
26-10-2025,50,UPI - UPI transfer UPI/0O33DY
16-03-2025,"1,200",GOIBIBO - Goibibo booking AHM
20-04-2025,"4,908.05",MAKEMYTRIP - MakeMyTrip booking Payment UWMJZ8
14-02-2025,"9,019",INDIGO - IndiGo flight DEL
13-09-2025,"? 6,546",AWS - AWS cloud charges
28-10-2025,150 INR,IRCTC - IRCTC train booking DEL
16-06-2025,"9,008 INR",GOOGLE ADS - Google ads spend MUM
27-10-2025,"? 1,396",ELECTRICITY - Electricity bill Payment GTS2LG
15-03-2025,? 233,OLA - Ola ride ONLINE/ZNRXP6
01-11-2025,? 50,IMPS - IMPS transfer AHM
12-05-2025,965,DMART - DMart groceries Ref S8PMST0J4E
12-10-2025,"? 7,972",LEGAL - Legal services POS/MA7AFA
11-01-2025,376,ZOMATO - Zomato food order DEL
19-10-2025,"1,431 INR",GITHUB - GitHub subscription AHM
24-12-2025,"? 6,163.66",IMPS - IMPS transfer BLR
04-07-2025,"? 1,870",ADOBE - Adobe subscription BLR
16-11-2025,"1,958",SLACK - Slack subscription UPI/4EPDPS
15-04-2025,? 674,DOMINOS - Dominos pizza Payment HS6CP6
16-12-2025,? 576,SPOTIFY - Spotify subscription BLR
14-08-2025,"? 2,427",MICROSOFT - Microsoft 365 AHM
13-10-2025,"1,003",RELIANCE FRESH - Reliance Fresh groceries Payment 3NNMGV
17-09-2025,"2,001",MICROSOFT - Microsoft 365
07-03-2025,501.93 INR,AIRTEL - Airtel broadband bill ONLINE/FWZMYT
05-05-2025,"1,637 INR",ZOOM - Zoom subscription DEL
26-09-2025,? 537,DOMINOS - Dominos pizza DEL
21-06-2025,"2,373",GITHUB - GitHub subscription MUM
24-07-2025,"1,139.71",BIGBASKET - BigBasket groceries BLR
24-05-2025,"2,849",WATER - Water bill POS/7TN7HS
21-09-2025,82,SBI - SBI service charge AHM
25-04-2025,"? 10,236",NEFT - NEFT transfer Payment YX339Q
23-06-2025,659,ZOMATO - Zomato food order DEL
09-04-2025,"? 1,087.81",DMART - DMart groceries MUM
02-10-2025,"1,689 INR",ZOOM - Zoom subscription UPI/V23E42
17-05-2025,"? 1,407",GITHUB - GitHub subscription
12-01-2025,? 434,SWIGGY - Swiggy food order BLR
08-04-2025,803,STARBUCKS - Starbucks coffee BLR
12-11-2025,150 INR,FLIPKART - Flipkart office supplies UPI/2XIGV2
16-04-2025,500,GOOGLE ADS - Google ads spend MUM
20-01-2025,"? 1,277",DMART - DMart groceries ONLINE/HQA2B9
19-06-2025,? 165,OLA - Ola ride Ref 0U1CF2VD2L
12-11-2025,? 568,ZOMATO - Zomato food order Txn 4UUGYUQY971Q
05-10-2025,427,IRCTC - IRCTC train booking POS/F1XU9R
13-11-2025,191,UBER - Uber trip Txn WI6JDPS4SX4D
21-03-2025,792,ATLASSIAN - Atlassian Jira
12-11-2025,489 INR,SPOTIFY - Spotify subscription ONLINE/ZI68KH
16-10-2025,"1,201.01",DMART - DMart groceries DEL
24-09-2025,453 INR,SPOTIFY - Spotify subscription MUM
20-05-2025,? 628,GITHUB - GitHub subscription Txn 3IEP4AM8MGHV
26-02-2025,"8,597.93 INR",CA CONSULT - CA consultation MUM
01-12-2025,"2,935",AMAZON - Amazon office supplies Ref OFGERDH6QA
01-12-2025,"? 2,423",ATLASSIAN - Atlassian Jira Txn DFO7YG7BBHQ7
06-07-2025,239,ICICI - ICICI bank fee Ref T8ICZDM5AS
24-01-2025,"7,066",FREELANCER - Freelance services AHM
23-03-2025,10,ICICI - ICICI bank fee Ref 8Y72TJ52G2
11-08-2025,200,ATLASSIAN - Atlassian Jira Txn M8LP06YVCIGD
04-07-2025,? 135,ICICI - ICICI bank fee ONLINE/VYJHPX
14-06-2025,"1,505 INR",WATER - Water bill
28-12-2025,"3,772",UPI - UPI transfer POS/GD9KX1
07-08-2025,"? 1,209",ZOOM - Zoom subscription Txn MCTIH62Q5N2C
17-10-2025,426 INR,SWIGGY - Swiggy food order UPI/5HQ1BW
09-09-2025,549,SPOTIFY - Spotify subscription Txn 0TNW4V81ZZSU
02-08-2025,"1,320 INR",ZOOM - Zoom subscription POS/YNAKQ8
24-09-2025,? 720.17,KFC - KFC meal DEL
18-01-2025,142,OLA - Ola ride AHM
16-05-2025,"6,226",VISTARA - Vistara flight Txn TAZ9B9QMLCGB
07-08-2025,"2,434",DMART - DMart groceries ONLINE/N0BQCI
14-07-2025,310 INR,UBER - Uber trip
27-03-2025,944,ATLASSIAN - Atlassian Jira UPI/T509P8
02-03-2025,"14,402",GOOGLE ADS - Google ads spend ONLINE/CVWOBX
15-08-2025,"1,934.54",AIRTEL - Airtel broadband bill Txn ZLLLFGJHVJ2D
12-09-2025,"2,060",JIO - Jio fiber bill Ref V769ZDQ8Q0
11-06-2025,"1,553",INDIGO - IndiGo flight Txn WAL7UITGIYEM
19-01-2025,200,NOTION - Notion subscription BLR
24-12-2025,"? 3,177.20",JIO - Jio fiber bill POS/TJYLJM
17-02-2025,"? 2,350",AWS - AWS cloud charges ONLINE/9O46J6
18-11-2025,"8,037",GOIBIBO - Goibibo booking AHM
22-02-2025,266,UBER - Uber trip ONLINE/VNWAQE
20-01-2025,"14,726 INR",INDIGO - IndiGo flight AHM
14-05-2025,? 848,JIO - Jio fiber bill Ref A69W3O9XWL
16-09-2025,50 INR,IMPS - IMPS transfer Payment OB13NG
16-08-2025,"? 6,592",VISTARA - Vistara flight
11-04-2025,"2,030",AWS - AWS cloud charges Ref DU4TK9WZZT
17-01-2025,"? 11,941",FREELANCER - Freelance services POS/QXVMGM
10-11-2025,"7,064",GOIBIBO - Goibibo booking POS/XFA0QL
16-09-2025,"1,038 INR",ZOOM - Zoom subscription Txn 5EA0ZO1SSIHW
02-04-2025,375 INR,NETFLIX - Netflix subscription BLR
17-09-2025,557 INR,ZOMATO - Zomato food order Txn 1CDUA3YX1TM4
09-03-2025,50 INR,IMPS - IMPS transfer DEL
20-12-2025,352,ZOMATO - Zomato food order ONLINE/ZTZS4P
12-04-2025,615,STARBUCKS - Starbucks coffee UPI/6XBOX4
26-02-2025,"? 1,670.17",ZOOM - Zoom subscription ONLINE/M21SCO
04-11-2025,307 INR,UBER - Uber trip Ref CKXOE5VT8N
11-04-2025,"1,425 INR",CA CONSULT - CA consultation
12-01-2025,"1,162",GAS - Gas bill MUM
15-06-2025,410,SWIGGY - Swiggy food order MUM
24-10-2025,"13,314.35",GOOGLE CLOUD - Google Cloud billing Payment DQ5L3Q
15-01-2025,500,CA CONSULT - CA consultation Payment 5IFUF3
19-03-2025,"8,490",LEGAL - Legal services Ref QZLYDQS494
16-05-2025,"? 2,003",AIRTEL - Airtel broadband bill ONLINE/JY0X7T
01-05-2025,? 50,OLA - Ola ride BLR
25-08-2025,? 738,ZOMATO - Zomato food order Ref EGOI9BY40A
07-08-2025,"2,668",AIRTEL - Airtel broadband bill DEL
16-08-2025,"2,609",GITHUB - GitHub subscription MUM
05-01-2025,? 565,BIGBASKET - BigBasket groceries ONLINE/HGTTCP
23-07-2025,844.48,RELIANCE FRESH - Reliance Fresh groceries
04-09-2025,500,LEGAL - Legal services Txn G6DVGKID5ELY
28-09-2025,72,ICICI - ICICI bank fee POS/PRNPIX
22-04-2025,"7,930",MAKEMYTRIP - MakeMyTrip booking
29-04-2025,? 247,HDFC - HDFC bank charge Ref Q6LMMSE6UL
09-11-2025,665,SWIGGY - Swiggy food order POS/4XWW92
02-12-2025,"10,197",UPI - UPI transfer MUM
14-12-2025,"2,061",ZOOM - Zoom subscription
09-09-2025,"7,234.76",CA CONSULT - CA consultation Payment TCCODS
18-08-2025,"? 1,269",JIO - Jio fiber bill MUM
09-10-2025,? 792,WATER - Water bill ONLINE/IH0J6E
09-07-2025,"7,451",VISTARA - Vistara flight
04-09-2025,"10,373",VISTARA - Vistara flight BLR
06-02-2025,? 356,DOMINOS - Dominos pizza ONLINE/0MVDVT
17-06-2025,498,SLACK - Slack subscription BLR
10-07-2025,488 INR,SPOTIFY - Spotify subscription DEL
09-04-2025,? 298,RELIANCE FRESH - Reliance Fresh groceries AHM
16-03-2025,"? 2,376",SLACK - Slack subscription
24-04-2025,? 113,SWIGGY - Swiggy food order Txn FNOQVVQZ7M2W
02-11-2025,"23,913 INR",GOOGLE ADS - Google ads spend UPI/5544A5
06-07-2025,"? 1,766.16",GITHUB - GitHub subscription Ref EK9NDTT68W
25-03-2025,213 INR,ICICI - ICICI bank fee DEL
30-07-2025,"? 2,998",ADOBE - Adobe subscription POS/1ZTM5D
08-03-2025,219.06,UBER - Uber trip POS/WZXJN1
08-07-2025,200,ELECTRICITY - Electricity bill DEL
17-07-2025,"? 1,327",ATLASSIAN - Atlassian Jira Payment AYMIB3
02-05-2025,"? 2,990",WATER - Water bill POS/UHPVRB
31-08-2025,341 INR,IRCTC - IRCTC train booking Txn 2NYWTKJVXQST
04-07-2025,"2,065 INR",MICROSOFT - Microsoft 365 ONLINE/GP6PAY
18-06-2025,"19,057",META ADS - Meta ads spend AHM
30-10-2025,"2,149",MICROSOFT - Microsoft 365 Txn XUVM6Z61V4TB
16-04-2025,"? 1,568",ATLASSIAN - Atlassian Jira BLR
14-04-2025,10,HDFC - HDFC bank charge UPI/B5BCQO
17-10-2025,"29,960 INR",META ADS - Meta ads spend Ref U9L7A00YGD
13-11-2025,"? 2,370",FREELANCER - Freelance services UPI/NS93MH
17-07-2025,"3,203 INR",WATER - Water bill Payment LB8XNR
16-10-2025,200,ZOOM - Zoom subscription UPI/4OWU95
15-06-2025,? 189,HDFC - HDFC bank charge Ref L56Z0X440V
08-11-2025,? 162,HDFC - HDFC bank charge
13-03-2025,"8,079",VISTARA - Vistara flight Txn WCOCNSJUZ1RJ
06-05-2025,528.39,KFC - KFC meal Txn 5S08YEXNXBFZ
24-08-2025,"6,807",MAKEMYTRIP - MakeMyTrip booking DEL
11-04-2025,"2,618",WATER - Water bill BLR
05-02-2025,193 INR,OLA - Ola ride Payment L701BL
01-07-2025,50,IMPS - IMPS transfer POS/B271C4
18-10-2025,"2,197.48 INR",JIO - Jio fiber bill UPI/H78D66
06-08-2025,"1,555.80 INR",AIRTEL - Airtel broadband bill Txn 3F2NH2ZBGT21
05-07-2025,"7,890",GOIBIBO - Goibibo booking POS/UDVYAL
11-01-2025,200,RELIANCE FRESH - Reliance Fresh groceries Payment KTWHMQ
24-07-2025,"? 1,509",ADOBE - Adobe subscription Payment S4JQ3S
31-05-2025,"1,535",AMAZON - Amazon office supplies Txn U217OTQO7BM7
24-05-2025,500 INR,FREELANCER - Freelance services UPI/C5JO9T
25-12-2025,"1,666.65 INR",SLACK - Slack subscription Txn XCKL8M8HMNG8
02-06-2025,? 642,NEFT - NEFT transfer BLR
04-04-2025,"? 2,512",MICROSOFT - Microsoft 365 UPI/ECFHC4
14-10-2025,"9,271",LEGAL - Legal services
09-03-2025,"1,651 INR",DMART - DMart groceries Payment WK8AO3
04-09-2025,221,RELIANCE FRESH - Reliance Fresh groceries MUM
12-11-2025,80,STARBUCKS - Starbucks coffee POS/IIK1PA
29-04-2025,? 144,SBI - SBI service charge Payment 717UZ0
01-06-2025,"? 5,175",FLIPKART - Flipkart office supplies BLR
01-05-2025,? 539,DOMINOS - Dominos pizza ONLINE/9J6ENU
25-08-2025,434,SLACK - Slack subscription Ref JVQUH0F1FU
29-11-2025,"10,358",CA CONSULT - CA consultation DEL
09-11-2025,489,STARBUCKS - Starbucks coffee Ref 3RTO37MM7D
27-10-2025,156 INR,OLA - Ola ride MUM
01-05-2025,200,SLACK - Slack subscription BLR
06-05-2025,"9,064",GOIBIBO - Goibibo booking MUM
09-02-2025,320.76 INR,IRCTC - IRCTC train booking AHM
08-07-2025,"? 1,353",JIO - Jio fiber bill BLR
30-08-2025,"4,616",UPI - UPI transfer ONLINE/T8Y0Z4
10-04-2025,134 INR,SBI - SBI service charge BLR
27-11-2025,"16,665",GOOGLE CLOUD - Google Cloud billing ONLINE/VTYPW1
08-07-2025,878,ADOBE - Adobe subscription DEL
02-01-2025,885.28,AMAZON - Amazon office supplies BLR
15-08-2025,? 401.46,SWIGGY - Swiggy food order AHM
15-12-2025,? 77,ICICI - ICICI bank fee MUM
13-12-2025,? 151,ICICI - ICICI bank fee BLR
14-06-2025,711 INR,SWIGGY - Swiggy food order MUM
17-03-2025,150 INR,IRCTC - IRCTC train booking Txn BG8J1LAWB4QJ
20-03-2025,"? 7,973",AWS - AWS cloud charges AHM
21-11-2025,"1,292.05",DMART - DMart groceries POS/MC4JFX
27-12-2025,"? 1,567",DMART - DMart groceries MUM
11-03-2025,787,ATLASSIAN - Atlassian Jira DEL
18-07-2025,50,NEFT - NEFT transfer Payment AX7S54
16-12-2025,190,ICICI - ICICI bank fee DEL
27-06-2025,"6,456 INR",IMPS - IMPS transfer DEL
06-10-2025,"3,889",FREELANCER - Freelance services BLR
13-01-2025,"11,413 INR",GOOGLE CLOUD - Google Cloud billing BLR
08-09-2025,"10,567 INR",VISTARA - Vistara flight BLR
01-07-2025,"1,724",WATER - Water bill MUM
22-11-2025,? 871,SLACK - Slack subscription DEL
20-06-2025,397,ATLASSIAN - Atlassian Jira UPI/C8PD3L
13-01-2025,"1,022",IRCTC - IRCTC train booking ONLINE/9HXHYA
27-03-2025,"? 8,542",AWS - AWS cloud charges BLR
27-10-2025,"1,032.75",JIO - Jio fiber bill Ref FOFZ8JOOFZ
21-04-2025,964 INR,SLACK - Slack subscription POS/UDDB0N
05-02-2025,"19,211",UPI - UPI transfer BLR
04-03-2025,"1,545 INR",GAS - Gas bill ONLINE/SLQ47Z
22-10-2025,"7,277 INR",VISTARA - Vistara flight AHM
26-11-2025,"1,236",SLACK - Slack subscription Payment 8PKDQA
26-08-2025,"? 1,556",ATLASSIAN - Atlassian Jira AHM
22-08-2025,? 146,ICICI - ICICI bank fee MUM
28-10-2025,500,FREELANCER - Freelance services Ref CCUIAR61RX
17-11-2025,254.76,AIRTEL - Airtel broadband bill DEL
06-12-2025,"2,901 INR",AWS - AWS cloud charges MUM
26-03-2025,"? 4,679",GOIBIBO - Goibibo booking ONLINE/GMQDMW
24-02-2025,"4,037 INR",AWS - AWS cloud charges Payment FU2IPY
30-07-2025,162,HDFC - HDFC bank charge Ref SG56993L3Z
11-04-2025,"6,811",INDIGO - IndiGo flight MUM
07-01-2025,? 593,SWIGGY - Swiggy food order MUM
16-02-2025,? 107,DOMINOS - Dominos pizza DEL
08-12-2025,"? 4,605.67",AMAZON - Amazon office supplies
20-01-2025,"2,817",MAKEMYTRIP - MakeMyTrip booking BLR
12-12-2025,"2,424",SLACK - Slack subscription DEL
18-12-2025,"1,039",ATLASSIAN - Atlassian Jira UPI/1AOGQM
24-11-2025,811.25 INR,FLIPKART - Flipkart office supplies AHM
24-04-2025,348 INR,OLA - Ola ride DEL
17-06-2025,"? 1,968",BIGBASKET - BigBasket groceries Txn C9TB8WMZ0COA
08-09-2025,"2,488 INR",GOOGLE ADS - Google ads spend Payment QILOHA
20-07-2025,702,KFC - KFC meal DEL
29-10-2025,"? 5,146",IMPS - IMPS transfer Ref 0768BD8LDL
24-01-2025,"? 9,401",INDIGO - IndiGo flight POS/EIXZBE
29-10-2025,"1,429 INR",ADOBE - Adobe subscription ONLINE/7ST9PC
22-03-2025,136,SWIGGY - Swiggy food order Ref RE5JO8ALTP
04-07-2025,"1,200 INR",VISTARA - Vistara flight AHM
10-01-2025,400,UBER - Uber trip Txn 13JP407K7ZJG
14-09-2025,"4,388",GOIBIBO - Goibibo booking AHM
24-10-2025,200 INR,AIRTEL - Airtel broadband bill
04-08-2025,42 INR,HDFC - HDFC bank charge
20-03-2025,"1,278",NOTION - Notion subscription MUM
19-12-2025,197 INR,HDFC - HDFC bank charge Ref SN0F3XRU9S
24-12-2025,988,GITHUB - GitHub subscription POS/HFE4ZU
20-08-2025,"? 2,915",JIO - Jio fiber bill Payment 6SLUR6
28-02-2025,602,BIGBASKET - BigBasket groceries AHM
13-02-2025,346.75,OLA - Ola ride Ref PQDSVNUPIY
30-04-2025,"23,094",META ADS - Meta ads spend
02-02-2025,"2,293",AIRTEL - Airtel broadband bill DEL
12-08-2025,"? 1,149",ADOBE - Adobe subscription POS/PER9EM
19-08-2025,"? 2,499",ADOBE - Adobe subscription Ref PFYZJL9V1S
24-11-2025,? 217,KFC - KFC meal AHM
14-07-2025,"? 1,159",BIGBASKET - BigBasket groceries Ref C1XWC47ZJJ
09-02-2025,"2,622 INR",ADOBE - Adobe subscription DEL
20-09-2025,"2,541",MICROSOFT - Microsoft 365 POS/YGPF8W
28-12-2025,"1,596.91 INR",DMART - DMart groceries POS/J2CURG
07-06-2025,"6,486",VISTARA - Vistara flight MUM
14-01-2025,405 INR,KFC - KFC meal Txn 3SXZNPTAX80I
09-06-2025,"8,708 INR",CA CONSULT - CA consultation MUM
10-04-2025,? 50,NEFT - NEFT transfer
25-02-2025,"? 2,200",ATLASSIAN - Atlassian Jira Ref K9SSAQQM00
27-12-2025,351,SPOTIFY - Spotify subscription Txn 1Q0YXI6KYAUW
20-07-2025,"13,584",FREELANCER - Freelance services UPI/609LS5
26-12-2025,"? 9,674",MAKEMYTRIP - MakeMyTrip booking Payment 37XTDN
23-11-2025,116 INR,ICICI - ICICI bank fee DEL
05-11-2025,"28,870",META ADS - Meta ads spend
26-03-2025,737,DOMINOS - Dominos pizza
21-11-2025,"6,739 INR",INDIGO - IndiGo flight UPI/I5T81E
26-08-2025,"1,702 INR",RELIANCE FRESH - Reliance Fresh groceries BLR
01-05-2025,"3,098",META ADS - Meta ads spend Txn PLX0NMZM1N75
04-03-2025,"8,165",IMPS - IMPS transfer Ref AYWSQZLKOE
08-10-2025,? 31,HDFC - HDFC bank charge ONLINE/3D1Y5P
04-09-2025,"1,642 INR",SLACK - Slack subscription MUM
11-06-2025,"22,629 INR",GOOGLE ADS - Google ads spend
01-04-2025,113,OLA - Ola ride DEL
13-01-2025,"1,597",MAKEMYTRIP - MakeMyTrip booking AHM
19-04-2025,"? 1,240",ADOBE - Adobe subscription ONLINE/1AHP9U
18-02-2025,"11,319",GOOGLE CLOUD - Google Cloud billing POS/U6IQ2I
12-10-2025,363 INR,SPOTIFY - Spotify subscription DEL
14-09-2025,"12,440 INR",GOOGLE ADS - Google ads spend AHM
25-08-2025,"19,138.83",GOOGLE ADS - Google ads spend AHM
03-02-2025,? 441,BIGBASKET - BigBasket groceries Ref EW448HMWMG
18-04-2025,"? 1,918",BIGBASKET - BigBasket groceries MUM
05-08-2025,"? 4,985",GOOGLE CLOUD - Google Cloud billing Txn F6KZCDET70CM
05-05-2025,392,UBER - Uber trip AHM
28-03-2025,"8,254",GOOGLE ADS - Google ads spend DEL
17-05-2025,"? 1,363",AIRTEL - Airtel broadband bill MUM
31-05-2025,350 INR,DOMINOS - Dominos pizza AHM
10-11-2025,900.55,BIGBASKET - BigBasket groceries
25-02-2025,"? 1,629",MICROSOFT - Microsoft 365 POS/T4H3VC
08-02-2025,"7,705",GOOGLE CLOUD - Google Cloud billing MUM
28-08-2025,"15,808",GOOGLE ADS - Google ads spend BLR
01-01-2025,"? 11,661",AWS - AWS cloud charges DEL
13-07-2025,612 INR,NOTION - Notion subscription UPI/27BN3W
10-09-2025,"1,404 INR",RELIANCE FRESH - Reliance Fresh groceries MUM
23-04-2025,"4,914 INR",FLIPKART - Flipkart office supplies AHM
31-01-2025,124,DOMINOS - Dominos pizza Payment 212JXF
27-02-2025,? 306.63,DOMINOS - Dominos pizza Payment FN6Q2B
20-08-2025,228 INR,STARBUCKS - Starbucks coffee Ref UQ0K9RNCIR
10-08-2025,? 200,DMART - DMart groceries AHM
07-08-2025,735,ZOOM - Zoom subscription MUM
09-07-2025,? 417,NETFLIX - Netflix subscription UPI/1HQNWD
01-10-2025,310,ZOMATO - Zomato food order MUM
27-02-2025,788,NOTION - Notion subscription AHM
01-08-2025,"13,058 INR",FREELANCER - Freelance services Txn 0JXGM99T7D19
31-01-2025,? 65,ICICI - ICICI bank fee BLR
09-09-2025,"? 2,731",CA CONSULT - CA consultation BLR
12-09-2025,233.12 INR,SWIGGY - Swiggy food order MUM
22-01-2025,"? 1,303",RELIANCE FRESH - Reliance Fresh groceries MUM
16-12-2025,? 50,NEFT - NEFT transfer POS/2T588Y
23-08-2025,? 200,JIO - Jio fiber bill Payment U6TXGZ
05-08-2025,753 INR,ZOOM - Zoom subscription Payment L2A0JC
13-09-2025,? 218,SBI - SBI service charge UPI/SIH94T
09-02-2025,"? 12,460",NEFT - NEFT transfer ONLINE/1MIOSR
12-05-2025,626,STARBUCKS - Starbucks coffee Txn SIMZMHCN9OWK
02-07-2025,337 INR,UBER - Uber trip POS/3KCTB8
21-05-2025,"12,140 INR",AWS - AWS cloud charges AHM
03-12-2025,"? 10,229",META ADS - Meta ads spend
11-04-2025,"6,702",GOOGLE CLOUD - Google Cloud billing
15-08-2025,"13,606",NEFT - NEFT transfer Payment 6BMXV3
01-05-2025,50 INR,UPI - UPI transfer Ref LOOTRA0OJQ
27-03-2025,"1,745",MICROSOFT - Microsoft 365 DEL
12-04-2025,"1,931 INR",GITHUB - GitHub subscription MUM
28-04-2025,"? 6,740.88",FREELANCER - Freelance services AHM
12-11-2025,"? 2,651",GOIBIBO - Goibibo booking Txn QFA1B6IWDN7O
22-06-2025,"1,442.76",GITHUB - GitHub subscription Ref 39B7ZIVO7C
30-05-2025,229,NETFLIX - Netflix subscription BLR
27-06-2025,"6,305 INR",VISTARA - Vistara flight AHM
30-12-2025,"1,881",MICROSOFT - Microsoft 365 Txn BTBLLOU7D740
23-10-2025,"11,623 INR",IMPS - IMPS transfer DEL
18-12-2025,"1,116 INR",BIGBASKET - BigBasket groceries Ref UEGAE7DTTW
06-08-2025,500,GOOGLE CLOUD - Google Cloud billing POS/JVOF7S
22-11-2025,"? 1,676",NEFT - NEFT transfer AHM
15-10-2025,? 500,FREELANCER - Freelance services POS/DWREL6
28-08-2025,291 INR,IRCTC - IRCTC train booking ONLINE/6YFGSF
20-01-2025,"9,276",GOIBIBO - Goibibo booking Ref 4PNK9JVDZQ
09-03-2025,? 200,ZOOM - Zoom subscription ONLINE/M7JEF8
29-07-2025,782 INR,IRCTC - IRCTC train booking
26-05-2025,514,SWIGGY - Swiggy food order
24-11-2025,? 691,FREELANCER - Freelance services ONLINE/387DM6
11-11-2025,"? 5,173.57",INDIGO - IndiGo flight BLR
27-05-2025,"12,179",INDIGO - IndiGo flight POS/AX5COL
19-01-2025,"1,448",NEFT - NEFT transfer Txn TYGZIYLDEGI9
17-11-2025,"1,303 INR",DMART - DMart groceries Txn 4CE19CWQ5L5F
21-07-2025,"? 1,417",WATER - Water bill ONLINE/83YFW8
20-01-2025,118.45,HDFC - HDFC bank charge
19-01-2025,"? 1,085",ADOBE - Adobe subscription POS/7KPZP4
01-02-2025,"? 2,185",SLACK - Slack subscription POS/4Y782T
15-11-2025,528,DOMINOS - Dominos pizza UPI/HNL2NR
05-05-2025,"2,074 INR",AIRTEL - Airtel broadband bill Txn 30JO4ZDX7IPD
14-04-2025,800.05,DMART - DMart groceries DEL
10-01-2025,"? 1,081",BIGBASKET - BigBasket groceries
04-09-2025,50,UPI - UPI transfer POS/V8CJIH
29-07-2025,? 731,GITHUB - GitHub subscription MUM
10-11-2025,154 INR,UBER - Uber trip Payment W8RU2H
16-02-2025,783.45 INR,STARBUCKS - Starbucks coffee BLR
24-08-2025,"9,992.44 INR",LEGAL - Legal services ONLINE/KXJ35D
13-11-2025,"2,541",GAS - Gas bill MUM
11-12-2025,345,NETFLIX - Netflix subscription ONLINE/CCC90W
29-04-2025,"1,865",NOTION - Notion subscription Txn QRHF36OMRNLZ
18-04-2025,512.76,GITHUB - GitHub subscription Payment WX7RI3
27-09-2025,"1,834",NOTION - Notion subscription Payment 0YYHS3
15-01-2025,"1,083 INR",UPI - UPI transfer DEL
11-11-2025,223 INR,SPOTIFY - Spotify subscription BLR
15-03-2025,? 331,SPOTIFY - Spotify subscription POS/PZ8EQ0
02-12-2025,"1,813 INR",GAS - Gas bill Txn C9BUSV47QC2K
14-04-2025,? 10,SBI - SBI service charge BLR
15-09-2025,? 246,ZOOM - Zoom subscription Payment EXBK8M
19-04-2025,380.26 INR,KFC - KFC meal Txn I20EBC32B8IY
30-05-2025,"? 2,176",ATLASSIAN - Atlassian Jira BLR
28-12-2025,"? 9,999",IMPS - Repeated transfer batch 7 UPI/ZM13ZN
17-09-2025,583 INR,RELIANCE FRESH - Reliance Fresh groceries POS/NN54U5
17-05-2025,"2,474.17",ADOBE - Adobe subscription BLR
13-07-2025,"1,212",ELECTRICITY - Electricity bill AHM
25-12-2025,"? 22,211",META ADS - Meta ads spend UPI/X5GDPW
01-02-2025,"3,045",ATLASSIAN - Atlassian Jira Txn VN5SJPSX9JOL
06-03-2025,"1,409 INR",ATLASSIAN - Atlassian Jira BLR
08-07-2025,"1,653",SLACK - Slack subscription ONLINE/1ZI20H
03-09-2025,50,NEFT - NEFT transfer Ref 7HKUHKSA5M
07-06-2025,"7,694.82",NEFT - NEFT transfer DEL
27-03-2025,"? 1,803",GOOGLE ADS - Google ads spend MUM
15-08-2025,"? 2,123",ELECTRICITY - Electricity bill UPI/A0R4OM
02-09-2025,"4,255 INR",META ADS - Meta ads spend ONLINE/D4QT6S
21-04-2025,"2,363",FLIPKART - Flipkart office supplies UPI/QIYSY9
24-10-2025,"10,213",MAKEMYTRIP - MakeMyTrip booking BLR
12-03-2025,"? 12,106",IMPS - IMPS transfer Txn 7X7VE87UJX3X
07-07-2025,200,ELECTRICITY - Electricity bill UPI/9K2IFV
16-02-2025,"? 7,645",MAKEMYTRIP - MakeMyTrip booking
06-07-2025,? 500,META ADS - Meta ads spend Txn X8XO5XC2XVPT
16-08-2025,"16,801.67",AWS - AWS cloud charges MUM
12-02-2025,"6,245 INR",LEGAL - Legal services POS/LSBSNW
18-03-2025,"4,334",WATER - Water bill ONLINE/1PJJ16
11-10-2025,"2,698 INR",CA CONSULT - CA consultation MUM
04-03-2025,"4,280 INR",GOOGLE CLOUD - Google Cloud billing POS/4P0CWA
19-11-2025,"? 15,431",LEGAL - Legal services Ref JP0M2WQ3KP
15-05-2025,50,UPI - UPI transfer BLR
03-02-2025,818 INR,STARBUCKS - Starbucks coffee AHM
09-12-2025,398.07,SWIGGY - Swiggy food order MUM
