date,amount,description
2025-10-08,₹264,KFC - KFC meal DEL
2025-05-09,"8,808 INR",VISTARA - Vistara flight MUM
2025-08-12,"11,703",AWS - AWS cloud charges DEL
2025-08-07,"2,185",SLACK - Slack subscription AHM
2025-03-27,"₹1,658",ADOBE - Adobe subscription MUM
2025-05-01,"2,060.07 INR",WATER - Water bill ONLINE/Q5173C
2025-08-31,"₹2,864",NEFT - NEFT transfer
2025-04-21,"17,443",AWS - AWS cloud charges UPI/7U4GBG
2025-08-15,"₹1,805",MICROSOFT - Microsoft 365 MUM
2025-07-21,837,JIO - Jio fiber bill Txn HQW2VGQZDN0E
2025-01-20,"10,918 INR",VISTARA - Vistara flight AHM
2025-07-05,"5,093",CA CONSULT - CA consultation BLR
2025-06-11,"₹2,324",DMART - DMart groceries DEL
2025-11-15,₹811,DOMINOS - Dominos pizza MUM
2025-04-19,"2,409 INR",ELECTRICITY - Electricity bill MUM
2025-04-23,₹297,STARBUCKS - Starbucks coffee POS/KQ8SJQ
2025-04-26,"₹2,650",JIO - Jio fiber bill ONLINE/H3Q26T
2025-07-17,"10,505 INR",MAKEMYTRIP - MakeMyTrip booking Ref 1QXPH1Y3BQ
2025-07-17,"₹3,068.32",FLIPKART - Flipkart office supplies AHM
2025-04-17,10 INR,ICICI - ICICI bank fee UPI/NXXYMX
2025-12-03,"1,158",ELECTRICITY - Electricity bill MUM
2025-07-11,"₹1,336",INDIGO - IndiGo flight Ref 9PY5KH2NXX
2025-09-17,"₹10,149",GOOGLE CLOUD - Google Cloud billing UPI/7OFHEP
2025-06-23,₹456,KFC - KFC meal Ref UENO88UOGM
2025-01-31,₹214,OLA - Ola ride Payment GMIURP
2025-04-16,"₹10,214",GOIBIBO - Goibibo booking MUM
2025-06-12,"15,261.15",GOOGLE CLOUD - Google Cloud billing
2025-08-05,₹247,KFC - KFC meal Ref CMGJVC2SMT
2025-10-28,"₹2,398",ADOBE - Adobe subscription ONLINE/VR8VBY
2025-01-07,"₹2,623",RELIANCE FRESH - Reliance Fresh groceries MUM
2025-06-09,"2,072 INR",AIRTEL - Airtel broadband bill POS/5DWJAT
2025-05-22,"2,592 INR",AMAZON - Amazon office supplies Payment 9FG2NE
2025-05-11,"₹4,460",META ADS - Meta ads spend AHM
2025-12-07,"₹3,744",AMAZON - Amazon office supplies POS/9Y42DJ
2025-06-10,348,SPOTIFY - Spotify subscription AHM
2025-03-22,₹962.35,ATLASSIAN - Atlassian Jira
2025-01-28,"1,750 INR",FLIPKART - Flipkart office supplies DEL
2025-07-17,"1,968 INR",WATER - Water bill BLR
2025-01-22,"3,360",AMAZON - Amazon office supplies Txn T4CSNC0ZJXOQ
2025-03-27,"2,794 INR",AIRTEL - Airtel broadband bill Ref EDL60YOKR7
2025-02-28,"₹6,175",GOOGLE ADS - Google ads spend POS/W3RR43
2025-10-04,"₹9,117",GOOGLE CLOUD - Google Cloud billing ONLINE/IUPQKP
2025-08-02,282,SPOTIFY - Spotify subscription AHM
2025-10-11,"₹6,257",UPI - UPI transfer Txn W8AFGQ3CZ29L
2025-09-05,"15,240 INR",GOOGLE CLOUD - Google Cloud billing Payment A3AOZ4
2025-10-06,619,IRCTC - IRCTC train booking Payment LYBEDR
2025-11-03,336,SPOTIFY - Spotify subscription BLR
2025-03-26,"1,236 INR",WATER - Water bill MUM
2025-08-26,353 INR,NOTION - Notion subscription UPI/6D2KJR
2025-12-31,"₹1,929.49",WATER - Water bill Ref 80UXN3E6OQ
2025-02-09,"20,490",CA CONSULT - CA consultation
2025-06-25,"1,615",NOTION - Notion subscription POS/LIRPDG
2025-09-03,854.73 INR,WATER - Water bill MUM
2025-06-07,"₹1,107",IRCTC - IRCTC train booking DEL
2025-04-12,"₹2,229",JIO - Jio fiber bill POS/99O3UC
2025-06-03,755 INR,ADOBE - Adobe subscription BLR
2025-09-22,₹133,ICICI - ICICI bank fee UPI/QF3ADT
2025-12-30,"11,406",NEFT - NEFT transfer ONLINE/DM1AOZ
2025-05-11,"₹1,513",ATLASSIAN - Atlassian Jira POS/L6F6FU
2025-08-06,"₹2,388",NOTION - Notion subscription BLR
2025-06-29,"2,948",FLIPKART - Flipkart office supplies DEL
2025-05-30,"12,240",GOOGLE CLOUD - Google Cloud billing Ref OKU8HCNVW0
2025-12-13,₹112,UBER - Uber trip UPI/5SMVVB
2025-09-05,"₹8,284",FREELANCER - Freelance services Ref 7A7KX7MR9V
2025-07-20,503 INR,SPOTIFY - Spotify subscription MUM
2025-11-09,"1,384",ELECTRICITY - Electricity bill BLR
2025-02-08,₹253.86,UBER - Uber trip Ref JNC9HXWMVM
2025-04-01,"1,723 INR",BIGBASKET - BigBasket groceries
2025-11-24,"5,189 INR",LEGAL - Legal services
2025-12-10,685 INR,WATER - Water bill Payment ZDXHYO
2025-03-24,"10,342.34",VISTARA - Vistara flight BLR
2025-05-04,"₹1,896",SLACK - Slack subscription
2025-04-30,"₹8,520",CA CONSULT - CA consultation Payment 8TH1PQ
2025-11-16,"₹3,822",AIRTEL - Airtel broadband bill Payment 6XTB80
2025-05-22,500 INR,LEGAL - Legal services DEL
2025-03-09,"2,657.16 INR",WATER - Water bill POS/1SKNXD
2025-03-27,₹207,UBER - Uber trip BLR
2025-02-04,"1,082",DMART - DMart groceries UPI/67YURN
2025-05-29,288,SPOTIFY - Spotify subscription Payment HLSZM6
2025-08-04,₹479.59,STARBUCKS - Starbucks coffee UPI/FOL4VF
2025-12-09,500,META ADS - Meta ads spend BLR
2025-01-26,"₹1,043",JIO - Jio fiber bill BLR
2025-01-21,"₹22,996",META ADS - Meta ads spend Payment KV3UDL
2025-12-14,"6,249",FLIPKART - Flipkart office supplies MUM
2025-12-08,"3,676 INR",GOOGLE CLOUD - Google Cloud billing AHM
2025-09-19,"₹3,622.07",META ADS - Meta ads spend MUM
2025-03-02,"₹1,054",FLIPKART - Flipkart office supplies
2025-04-03,216,UBER - Uber trip Ref UBPM9DBEZA
2025-08-25,319 INR,HDFC - HDFC bank charge DEL
2025-05-16,₹244,SWIGGY - Swiggy food order UPI/6ZPI28
2025-03-31,10 INR,SBI - SBI service charge Payment CQ4S4F
2025-08-21,"₹1,200",MAKEMYTRIP - MakeMyTrip booking
2025-02-10,"7,354.97 INR",INDIGO - IndiGo flight
2025-07-11,"5,327 INR",FLIPKART - Flipkart office supplies
2025-02-15,328,SWIGGY - Swiggy food order DEL
2025-04-19,₹564,ELECTRICITY - Electricity bill Txn ANU8AKHY7I0Y
2025-10-28,175,HDFC - HDFC bank charge Payment ZOI9HD
2025-06-26,"3,323 INR",AMAZON - Amazon office supplies
2025-06-10,80,KFC - KFC meal Txn T3F49HWFL8MP
2025-08-13,₹697,BIGBASKET - BigBasket groceries UPI/9W5ZQW
2025-02-10,"1,602",ZOOM - Zoom subscription MUM
2025-09-23,"₹12,373",GOOGLE CLOUD - Google Cloud billing POS/ZPX9V1
2025-07-20,"₹2,308",ZOOM - Zoom subscription MUM
2025-01-02,"8,079",LEGAL - Legal services POS/PVWJAZ
2025-09-15,117,HDFC - HDFC bank charge DEL
2025-12-23,"2,251 INR",NEFT - NEFT transfer MUM
2025-10-06,"₹4,705",AMAZON - Amazon office supplies MUM
2025-03-14,"1,148",NOTION - Notion subscription ONLINE/HWCBZU
2025-12-20,614 INR,NOTION - Notion subscription BLR
2025-03-16,"1,200",MAKEMYTRIP - MakeMyTrip booking Txn ZANEO9VAXCZZ
2025-04-10,"₹1,969",NOTION - Notion subscription Txn 70Y6ISX49T0Z
2025-01-07,500 INR,META ADS - Meta ads spend Ref MWW3SZY978
2025-05-28,"₹4,866",NEFT - NEFT transfer UPI/DB90MT
2025-05-06,"₹1,200",INDIGO - IndiGo flight
2025-03-05,500,LEGAL - Legal services AHM
2025-04-23,"1,159 INR",IRCTC - IRCTC train booking DEL
2025-03-08,₹208,OLA - Ola ride
2025-08-22,₹153,ICICI - ICICI bank fee Txn PSMTK7P6XSVO
2025-05-05,₹500,LEGAL - Legal services
2025-06-19,"1,370",IMPS - IMPS transfer Payment EW0OZ2
2025-10-01,50 INR,UPI - UPI transfer MUM
2025-11-01,₹150,FLIPKART - Flipkart office supplies POS/2H4I1T
2025-11-05,"₹1,253",ZOOM - Zoom subscription ONLINE/LIFNNT
2025-02-20,"23,049",META ADS - Meta ads spend MUM
2025-01-21,"9,897 INR",GOOGLE CLOUD - Google Cloud billing Txn ZGTLD6F0N3IT
2025-04-21,"₹1,895",ATLASSIAN - Atlassian Jira DEL
2025-09-30,808,AIRTEL - Airtel broadband bill POS/HN3K7D
2025-12-07,205,SBI - SBI service charge UPI/T6AAR1
2025-05-27,"7,883",GOIBIBO - Goibibo booking DEL
2025-09-03,165 INR,DOMINOS - Dominos pizza UPI/A57I1N
2025-07-03,"₹9,410.60",MAKEMYTRIP - MakeMyTrip booking Ref B3D6IDLSWZ
2025-05-27,₹176,UBER - Uber trip Payment KRQ2V7
2025-11-04,"₹1,680",ZOOM - Zoom subscription Payment TB1PPQ
2025-08-04,"2,391",MICROSOFT - Microsoft 365 Payment 8U9ZYA
2025-08-30,"12,987",GOOGLE CLOUD - Google Cloud billing POS/6TAIP1
2025-08-27,"5,342 INR",NEFT - NEFT transfer Ref GICR6D86U8
2025-11-25,₹80,DOMINOS - Dominos pizza ONLINE/GA8SR6
2025-11-19,"15,760",AWS - AWS cloud charges Payment WNLEPH
2025-10-14,"₹11,370.02",FREELANCER - Freelance services BLR
2025-11-19,"₹2,160",ZOOM - Zoom subscription Txn XEQ58WZUACZR
2025-05-06,"4,786",AMAZON - Amazon office supplies Payment 2OAZFU
2025-08-10,846,IRCTC - IRCTC train booking POS/IUVJ40
2025-04-23,"₹1,339",ADOBE - Adobe subscription AHM
2025-05-21,"1,129",MICROSOFT - Microsoft 365 UPI/Y4LRE7
2025-05-07,262,UBER - Uber trip
2025-09-17,"₹13,862",GOOGLE CLOUD - Google Cloud billing BLR
2025-12-21,"7,041 INR",FLIPKART - Flipkart office supplies UPI/PVFZET
2025-03-24,₹314,UBER - Uber trip BLR
2025-05-25,"₹3,401",AIRTEL - Airtel broadband bill BLR
2025-01-13,"₹1,202",DMART - DMart groceries Payment 25U033
2025-10-17,638.23,ZOMATO - Zomato food order AHM
2025-08-09,"1,107",AIRTEL - Airtel broadband bill
2025-06-07,"9,890 INR",AWS - AWS cloud charges Ref ODLONKCP8O
2025-12-03,"1,700",ATLASSIAN - Atlassian Jira UPI/HIIA7B
2025-02-23,"1,639",ATLASSIAN - Atlassian Jira Payment UG51OO
2025-12-01,81 INR,ICICI - ICICI bank fee Ref A7XWLR4IZJ
2025-09-21,"₹6,693",INDIGO - IndiGo flight Ref XG4XNUBY86
2025-12-20,₹80,DOMINOS - Dominos pizza DEL
2025-02-18,"1,111 INR",WATER - Water bill Payment KTAWMW
2025-11-02,"₹12,138",META ADS - Meta ads spend MUM
2025-11-16,₹739,RELIANCE FRESH - Reliance Fresh groceries Ref 2BQZSCWIPM
2025-06-11,184,UBER - Uber trip AHM
2025-05-21,10 INR,SBI - SBI service charge POS/2TBST9
2025-08-06,50,IMPS - IMPS transfer AHM
2025-06-24,"2,374",GAS - Gas bill
2025-09-30,"4,652 INR",META ADS - Meta ads spend
2025-12-06,"2,004",ZOOM - Zoom subscription BLR
2025-01-28,"5,048.55 INR",FLIPKART - Flipkart office supplies Txn 4QN5Y4LAWRTN
2025-09-13,200,GITHUB - GitHub subscription DEL
2025-04-10,₹500,FREELANCER - Freelance services Payment 86UGYF
2025-11-25,"2,232",GAS - Gas bill POS/04CVUN
2025-08-25,"₹9,963",FREELANCER - Freelance services MUM
2025-09-20,"₹1,784.95",NOTION - Notion subscription Payment HY8OLQ
2025-01-28,₹921,MICROSOFT - Microsoft 365 Ref FUGEG1JUM9
2025-12-22,"2,352 INR",SLACK - Slack subscription
2025-03-15,"9,345 INR",FREELANCER - Freelance services DEL
2025-12-03,"1,549",JIO - Jio fiber bill BLR
2025-07-01,555,NOTION - Notion subscription BLR
2025-07-07,"₹14,265",CA CONSULT - CA consultation UPI/PZL99U
2025-04-14,282,ZOMATO - Zomato food order Payment 1BOCZK
2025-06-19,"₹18,056",GOOGLE ADS - Google ads spend POS/YTK5LB
2025-08-12,"2,451",WATER - Water bill POS/JW319W
2025-09-01,"15,712",AWS - AWS cloud charges ONLINE/C2P2K5
2025-08-16,"₹3,177",ATLASSIAN - Atlassian Jira DEL
2025-11-27,"₹8,359",VISTARA - Vistara flight
2025-02-28,"₹2,488",MICROSOFT - Microsoft 365 ONLINE/4G720K
2025-06-06,"5,932 INR",FREELANCER - Freelance services UPI/D6D8E2
2025-03-31,₹50,OLA - Ola ride DEL
2025-11-08,"₹3,625.32",UPI - UPI transfer Ref W52RB3BIHF
2025-08-21,"1,361",DMART - DMart groceries Payment G5GQVA
2025-01-26,"7,856",META ADS - Meta ads spend Ref F4LTYYTMJL
2025-03-09,"2,751 INR",JIO - Jio fiber bill MUM
2025-02-18,"1,633 INR",GAS - Gas bill Payment WA2GBZ
2025-06-23,"₹8,549",MAKEMYTRIP - MakeMyTrip booking Txn I3WUG0RQAP37
2025-01-05,500 INR,FREELANCER - Freelance services UPI/U8EZKX
2025-08-14,119,ICICI - ICICI bank fee MUM
2025-10-21,273,MICROSOFT - Microsoft 365 Payment FP64TH
2025-01-08,"₹7,554",FREELANCER - Freelance services MUM
2025-06-10,₹200,GITHUB - GitHub subscription UPI/O9IH4O
2025-03-09,"9,790.37",FREELANCER - Freelance services
2025-03-31,200 INR,BIGBASKET - BigBasket groceries UPI/DSZW1Y
2025-12-24,"1,933 INR",WATER - Water bill POS/S13PMN
2025-10-12,"1,474.01 INR",ZOOM - Zoom subscription MUM
2025-01-08,"₹1,600",BIGBASKET - BigBasket groceries Ref YH0G0XQZ3G
2025-04-04,"11,855",IMPS - IMPS transfer Payment 1S9J3M
2025-03-27,"3,093",JIO - Jio fiber bill UPI/3YN3SC
2025-06-05,₹577,STARBUCKS - Starbucks coffee BLR
2025-11-18,500 INR,FREELANCER - Freelance services UPI/XVF4Z1
2025-06-04,₹642,IRCTC - IRCTC train booking UPI/X79V37
2025-09-22,"1,012",SLACK - Slack subscription Txn MPXSV4DAUND1
2025-05-09,240,NOTION - Notion subscription Payment YWKOOD
2025-04-01,500,GOOGLE CLOUD - Google Cloud billing UPI/1TP1LS
2025-12-15,₹200,BIGBASKET - BigBasket groceries ONLINE/FF0ZAD
2025-02-27,"11,409.29 INR",FREELANCER - Freelance services AHM
2025-11-11,318.24,ZOMATO - Zomato food order POS/9PRNNB
2025-05-29,"2,555 INR",AIRTEL - Airtel broadband bill POS/24DE4I
2025-07-07,"2,241",GITHUB - GitHub subscription MUM
2025-10-06,"1,313 INR",ZOOM - Zoom subscription BLR
2025-08-09,₹306,IRCTC - IRCTC train booking POS/72J8DY
2025-11-20,"2,474",GOIBIBO - Goibibo booking Payment SAK0OJ
2025-10-07,645,KFC - KFC meal Txn JQVLW2V8M6IX
2025-06-30,488 INR,NETFLIX - Netflix subscription UPI/TXT1B1
2025-09-11,"₹27,023",META ADS - Meta ads spend MUM
2025-11-22,315 INR,HDFC - HDFC bank charge Ref NTHT7UGVIV
2025-03-26,523,ADOBE - Adobe subscription
2025-02-07,309,SPOTIFY - Spotify subscription ONLINE/MY2AU1
2025-12-09,₹991,IRCTC - IRCTC train booking Payment 95TX69
2025-07-25,"₹1,365",BIGBASKET - BigBasket groceries AHM
2025-02-16,148 INR,UBER - Uber trip Txn BTEYU6C8KKQ6
2025-10-14,"₹24,801",GOOGLE ADS - Google ads spend AHM
2025-06-11,"₹15,765.58",GOOGLE ADS - Google ads spend POS/N9TLYO
2025-09-30,"₹18,610",AWS - AWS cloud charges DEL
2025-06-02,"7,446 INR",CA CONSULT - CA consultation
2025-03-22,271.88,SPOTIFY - Spotify subscription BLR
2025-04-06,"₹1,340",ELECTRICITY - Electricity bill UPI/3OXHK7
2025-03-14,"₹2,298",ADOBE - Adobe subscription POS/XX2N2S
2025-11-04,"2,611 INR",ELECTRICITY - Electricity bill ONLINE/63ZS76
2025-09-28,705,ZOMATO - Zomato food order Txn FVTM6X4K3OWA
2025-12-05,"1,361",JIO - Jio fiber bill Ref K2HQKQ8FKC
2025-09-04,"1,720",SLACK - Slack subscription Txn I2G217A5JKUL
2025-06-17,"1,456 INR",SLACK - Slack subscription DEL
2025-11-16,856 INR,MICROSOFT - Microsoft 365 AHM
2025-02-12,85.94,UBER - Uber trip MUM
2025-01-07,"2,891",META ADS - Meta ads spend MUM
2025-03-24,₹258,DMART - DMart groceries DEL
2025-01-12,₹591,ZOMATO - Zomato food order
2025-10-10,"2,059",ZOOM - Zoom subscription Payment ZAFR0R
2025-02-28,"₹1,104",DMART - DMart groceries ONLINE/7YNK76
2025-01-19,"1,239",AIRTEL - Airtel broadband bill AHM
2025-03-25,"1,641 INR",ATLASSIAN - Atlassian Jira UPI/2VG35X
2025-05-08,₹170,UBER - Uber trip POS/8YU98G
2025-07-21,"₹1,684.25",GITHUB - GitHub subscription AHM
2025-03-03,₹87.92,STARBUCKS - Starbucks coffee
2025-11-14,"₹1,885",WATER - Water bill AHM
2025-08-07,50,NEFT - NEFT transfer MUM
2025-01-02,665,IRCTC - IRCTC train booking Ref 53GWTFCC2S
2025-10-22,"1,345 INR",ADOBE - Adobe subscription Txn KZADBS9CWQQ2
2025-11-18,₹694,DMART - DMart groceries POS/QP075H
2025-11-19,"1,053",IRCTC - IRCTC train booking MUM
2025-04-10,₹50,UBER - Uber trip UPI/QZSS8V
2025-03-06,"₹1,329",GITHUB - GitHub subscription Payment X1UWR6
2025-02-17,278,SPOTIFY - Spotify subscription Ref 1XC2I92PV0
2025-01-25,"10,423",AWS - AWS cloud charges Txn 7AENRIOUBB5G
2025-03-24,79.93,ICICI - ICICI bank fee AHM
2025-04-16,212,STARBUCKS - Starbucks coffee Payment 90VB1C
2025-06-27,"1,688",RELIANCE FRESH - Reliance Fresh groceries MUM
2025-09-28,"1,238 INR",DMART - DMart groceries DEL
2025-02-12,₹757,ZOMATO - Zomato food order Payment NMI8MA
2025-07-31,₹167,SBI - SBI service charge AHM
2025-02-16,50 INR,UPI - UPI transfer UPI/CMG2K8
2025-10-26,"2,985 INR",ADOBE - Adobe subscription AHM
2025-10-31,"1,469",GAS - Gas bill Ref W8DO3PX9KD
2025-06-13,"1,253",RELIANCE FRESH - Reliance Fresh groceries Payment MGVL0T
2025-04-01,₹488,SPOTIFY - Spotify subscription Txn KI5BBKV0X96K
2025-07-28,"₹1,588",ATLASSIAN - Atlassian Jira POS/ZKJS7M
2025-10-11,"8,098.80 INR",UPI - UPI transfer UPI/4FPLLG
2025-07-06,"16,348",IMPS - IMPS transfer MUM
2025-04-24,50 INR,UPI - UPI transfer Payment YTESNE
2025-12-20,"₹5,698",AMAZON - Amazon office supplies ONLINE/0PGBOP
2025-08-02,"₹1,200",DMART - DMart groceries UPI/8V0IGB
2025-11-06,"20,810",META ADS - Meta ads spend Payment XLGKQG
2025-12-07,"₹2,573",VISTARA - Vistara flight UPI/Z4ZLDA
2025-07-21,622 INR,KFC - KFC meal DEL
2025-05-20,"1,942",GITHUB - GitHub subscription UPI/2X17ZQ
2025-10-04,"1,009.96 INR",RELIANCE FRESH - Reliance Fresh groceries Ref OBCFPHG4BC
2025-02-24,"₹1,971.07",GAS - Gas bill POS/6FQ3RW
2025-06-26,"₹2,086.87",NOTION - Notion subscription Txn 95OST10Z87WG
2025-05-17,"1,810 INR",JIO - Jio fiber bill POS/3O1HC1
2025-04-28,"7,994",GOIBIBO - Goibibo booking DEL
2025-08-02,"1,352",DMART - DMart groceries Txn HJCIY1GQFF55
2025-06-09,"₹2,759",AWS - AWS cloud charges AHM
2025-04-14,"2,119.43",SLACK - Slack subscription Txn 4TIAD1CGA64T
2025-04-04,₹350,KFC - KFC meal MUM
2025-06-11,"3,335 INR",AMAZON - Amazon office supplies DEL
2025-09-04,903,ELECTRICITY - Electricity bill Payment H57DDM
2025-12-29,641,NOTION - Notion subscription MUM
2025-01-19,₹50,UPI - UPI transfer Ref 76B83UJ09A
2025-12-20,"3,692",WATER - Water bill BLR
2025-08-27,₹250,UBER - Uber trip AHM
2025-05-08,791.43 INR,WATER - Water bill BLR
2025-10-09,383 INR,SPOTIFY - Spotify subscription DEL
2025-01-17,"1,609.08",NOTION - Notion subscription BLR
2025-01-29,"₹12,950",INDIGO - IndiGo flight Txn 2PXYW7DQTBF6
2025-06-05,"10,987",GOIBIBO - Goibibo booking POS/L90K3R
2025-03-27,"6,577",INDIGO - IndiGo flight UPI/3V83MC
2025-12-05,218,HDFC - HDFC bank charge AHM
2025-05-19,374 INR,STARBUCKS - Starbucks coffee AHM
2025-08-12,"3,868 INR",VISTARA - Vistara flight Payment VZARHD
2025-12-26,"4,252",MAKEMYTRIP - MakeMyTrip booking UPI/AKA9B4
2025-08-09,₹245,UBER - Uber trip POS/ZWRSXF
2025-12-05,"13,359",META ADS - Meta ads spend BLR
2025-03-01,"5,610",MAKEMYTRIP - MakeMyTrip booking DEL
2025-12-13,"1,977",DMART - DMart groceries BLR
2025-11-13,"₹1,086",MICROSOFT - Microsoft 365
2025-05-16,"1,224",IRCTC - IRCTC train booking
2025-07-28,"₹1,200",VISTARA - Vistara flight Txn CGUW0V0I1ITQ
2025-02-13,"5,514",GOOGLE ADS - Google ads spend Ref OF1XW53ZG1
2025-08-03,"1,570",BIGBASKET - BigBasket groceries POS/8SF4FP
2025-09-02,37 INR,ICICI - ICICI bank fee POS/Y41UIW
2025-01-08,₹152,ICICI - ICICI bank fee DEL
2025-08-25,175.54 INR,UBER - Uber trip AHM
2025-03-22,₹254,AIRTEL - Airtel broadband bill
2025-12-12,876,IRCTC - IRCTC train booking UPI/1DALPB
2025-07-14,"1,395.34 INR",ZOOM - Zoom subscription AHM
2025-06-22,"1,319",NOTION - Notion subscription POS/1RIZK7
2025-03-15,223,SBI - SBI service charge Payment QGCBJJ
2025-10-06,"₹1,718",RELIANCE FRESH - Reliance Fresh groceries UPI/HNCK5Q
2025-06-14,"₹2,698",JIO - Jio fiber bill ONLINE/X9GVUQ
2025-04-06,"3,169 INR",AMAZON - Amazon office supplies DEL
2025-02-25,211,NETFLIX - Netflix subscription AHM
2025-04-14,847,MICROSOFT - Microsoft 365 Payment L2F70J
2025-02-07,"14,477 INR",META ADS - Meta ads spend ONLINE/HO1DKI
2025-10-14,571,SWIGGY - Swiggy food order UPI/UVAKSW
2025-09-10,"16,272",AWS - AWS cloud charges Txn 6L2MXG6IBW9I
2025-10-31,150 INR,AMAZON - Amazon office supplies POS/BOR2KE
2025-01-03,"2,452",SLACK - Slack subscription Ref ANGXCD285Q
2025-01-25,422 INR,SPOTIFY - Spotify subscription Ref 9AJYGZCUJ1
2025-06-02,"5,583",AWS - AWS cloud charges UPI/PQPJSF
2025-04-20,387,UBER - Uber trip
2025-02-19,50,UPI - UPI transfer AHM
2025-01-14,"6,136",LEGAL - Legal services
2025-03-16,"2,908",LEGAL - Legal services BLR
2025-12-11,282,DMART - DMart groceries DEL
2025-05-23,"₹2,754",WATER - Water bill UPI/UEYS2N
2025-08-30,"₹20,573",GOOGLE ADS - Google ads spend ONLINE/EKS48M
2025-04-22,"₹1,532",BIGBASKET - BigBasket groceries UPI/RWYGS8
2025-07-26,"1,823.38",GITHUB - GitHub subscription MUM
2025-04-04,"12,511.38",AWS - AWS cloud charges AHM
2025-11-18,"4,407 INR",NEFT - NEFT transfer BLR
2025-01-08,"₹10,014",MAKEMYTRIP - MakeMyTrip booking Txn RA9PAY1T5G72
2025-07-28,194.53 INR,SBI - SBI service charge BLR
2025-02-14,485.32,KFC - KFC meal Payment WXSS3S
2025-08-03,₹506.44,SPOTIFY - Spotify subscription AHM
2025-08-22,262,SWIGGY - Swiggy food order MUM
2025-07-26,838.50,DMART - DMart groceries AHM
2025-12-16,"1,584",WATER - Water bill MUM
2025-03-12,₹141,OLA - Ola ride AHM
2025-02-21,"2,623",LEGAL - Legal services MUM
2025-10-23,₹350,NETFLIX - Netflix subscription Payment 1KXGJW
2025-02-25,"₹3,838",LEGAL - Legal services ONLINE/6D6IWK
2025-02-18,₹310.29,ELECTRICITY - Electricity bill ONLINE/N7C41Q
2025-01-04,₹547,GITHUB - GitHub subscription Txn 42EH0QBVRPAG
2025-12-10,10 INR,SBI - SBI service charge MUM
2025-09-23,"₹1,315",GITHUB - GitHub subscription Ref 5MSSEWKN8X
2025-12-21,"1,087.48",BIGBASKET - BigBasket groceries
2025-06-30,679,STARBUCKS - Starbucks coffee ONLINE/5PO7BT
2025-06-25,₹737,IRCTC - IRCTC train booking
2025-11-15,402,SPOTIFY - Spotify subscription Payment PFWCIN
2025-02-09,"1,341",GOOGLE ADS - Google ads spend Payment L7JMDX
2025-02-07,"1,001",MICROSOFT - Microsoft 365 Payment DMFZ5W
2025-01-18,"15,361",META ADS - Meta ads spend POS/67P7Q4
2025-12-31,₹812.09,NOTION - Notion subscription ONLINE/20Z5T8
2025-03-18,₹357,NETFLIX - Netflix subscription Txn I4X65ECC7JBS
2025-02-08,"18,075.63 INR",GOIBIBO - Goibibo booking AHM
2025-07-10,₹288,ADOBE - Adobe subscription BLR
2025-08-25,493,STARBUCKS - Starbucks coffee ONLINE/Z8JG2R
2025-07-19,₹80,STARBUCKS - Starbucks coffee UPI/63A1NY
2025-09-13,"10,716",MAKEMYTRIP - MakeMyTrip booking POS/LZ2C11
2025-09-12,"1,040",SWIGGY - Swiggy food order DEL
2025-04-24,"16,322 INR",GOIBIBO - Goibibo booking Payment Z99VMH
2025-09-30,550.22,ADOBE - Adobe subscription Ref HEGYIRCQ1H
2025-11-11,938,GAS - Gas bill Txn L7TU124T27JL
2025-06-05,"1,132",JIO - Jio fiber bill Txn B0TNRU42JPLJ
2025-12-25,"1,520.38",DMART - DMart groceries DEL
2025-12-04,911,NOTION - Notion subscription Payment M1T6I8
2025-07-21,₹142,DOMINOS - Dominos pizza DEL
2025-06-29,"14,199.41",GOOGLE CLOUD - Google Cloud billing DEL
2025-11-27,"₹1,042",ATLASSIAN - Atlassian Jira
2025-09-28,"₹2,828.71",ZOOM - Zoom subscription ONLINE/CPRCWF
2025-06-04,"2,346",NEFT - NEFT transfer POS/DPMM9X
2025-07-09,"₹4,095",UPI - UPI transfer POS/M8LHPW
2025-08-09,"6,208.22",GOOGLE ADS - Google ads spend AHM
2025-12-08,"₹1,538",SLACK - Slack subscription DEL
2025-05-19,"₹13,627",CA CONSULT - CA consultation MUM
2025-03-04,"13,080 INR",META ADS - Meta ads spend ONLINE/CR2L6B
2025-01-28,"1,089",GITHUB - GitHub subscription MUM
2025-03-09,"2,545",JIO - Jio fiber bill MUM
2025-04-15,100,ICICI - ICICI bank fee Payment ZQINMM
2025-09-09,"₹4,263",GOIBIBO - Goibibo booking
2025-07-29,192.45,UBER - Uber trip Ref OTS98IZ3U8
2025-07-27,₹200,SLACK - Slack subscription ONLINE/9MZE9W
2025-07-03,"₹5,887",GOIBIBO - Goibibo booking Payment VKDXT3
2025-05-22,"₹1,794",RELIANCE FRESH - Reliance Fresh groceries Payment WIXN1L
